"","Country","Year","Price","Speed","Cap","Operator"
"1","Afghanistan",2012,"416.666666666667",0.125,"Unlimited","Insta Telecom [Afghanistan]"
"2","Afghanistan",2012,"833.333333333333",0.25,"Unlimited","Insta Telecom [Afghanistan]"
"3","Afghanistan",2012,"1666.66666666667",0.5,"Unlimited","Insta Telecom [Afghanistan]"
"4","Afghanistan",2012,"3333.33333333333",1,"Unlimited","Insta Telecom [Afghanistan]"
"5","Afghanistan",2012,"6666.66666666667",2,"Unlimited","Insta Telecom [Afghanistan]"
"6","Afghanistan",2012,"2000",0.25,"Unlimited","Insta Telecom [Afghanistan]"
"7","Afghanistan",2012,"4000",0.5,"Unlimited","Insta Telecom [Afghanistan]"
"8","Afghanistan",2012,"8000",1,"Unlimited","Insta Telecom [Afghanistan]"
"9","Afghanistan",2012,"16000",2,"Unlimited","Insta Telecom [Afghanistan]"
"10","Algeria",2012,"39.8974358974359",0.5,"Unlimited","Djaweb [Algeria]"
"11","Algeria",2012,"39.8974358974359",0.5,"Unlimited","Djaweb [Algeria]"
"12","Algeria",2012,"39.8974358974359",0.5,"Unlimited","Djaweb [Algeria]"
"13","Algeria",2012,"51.7692307692308",1,"Unlimited","Djaweb [Algeria]"
"14","Algeria",2012,"51.7692307692308",1,"Unlimited","Djaweb [Algeria]"
"15","Algeria",2012,"51.7692307692308",1,"Unlimited","Djaweb [Algeria]"
"16","Algeria",2012,"84.6153846153846",2,"Unlimited","Djaweb [Algeria]"
"17","Algeria",2012,"79.4871794871795",2,"Unlimited","Djaweb [Algeria]"
"18","Algeria",2012,"74.3589743589744",2,"Unlimited","Djaweb [Algeria]"
"19","Algeria",2012,"146.153846153846",4,"Unlimited","Djaweb [Algeria]"
"20","Algeria",2012,"138.461538461538",4,"Unlimited","Djaweb [Algeria]"
"21","Algeria",2012,"130.769230769231",4,"Unlimited","Djaweb [Algeria]"
"22","Algeria",2012,"271.794871794872",8,"Unlimited","Djaweb [Algeria]"
"23","Algeria",2012,"253.846153846154",8,"Unlimited","Djaweb [Algeria]"
"24","Algeria",2012,"235.897435897436",8,"Unlimited","Djaweb [Algeria]"
"25","Algeria",2012,"26.3589743589744",0.25,"Unlimited","Djaweb [Algeria]"
"26","Algeria",2012,"35.7179487179487",0.5,"Unlimited","Djaweb [Algeria]"
"27","Algeria",2012,"44.3333333333333",1,"Unlimited","Djaweb [Algeria]"
"28","Angola",2012,"133.333333333333",1,"50","MoviNet [Angola]"
"29","Angola",2012,"250",1,"500","MoviNet [Angola]"
"30","Angola",2012,"400",1,"1024","MoviNet [Angola]"
"31","Angola",2012,"666.666666666667",1,"2048","MoviNet [Angola]"
"32","Angola",2012,"1333.33333333333",1,"5120","MoviNet [Angola]"
"33","Angola",2012,"3000",1,"25600","MoviNet [Angola]"
"34","Angola",2012,"141.666666666667",1,"300","Nexus [Angola]"
"35","Angola",2012,"225",1,"500","Nexus [Angola]"
"36","Angola",2012,"600",1,"2048","Nexus [Angola]"
"37","Angola",2012,"900",1,"4096","Nexus [Angola]"
"38","Angola",2012,"1200",1,"6144","Nexus [Angola]"
"39","Angola",2012,"2500",1,"15360","Nexus [Angola]"
"40","Angola",2012,"1350",0.25,"5120","Nexus [Angola]"
"41","Angola",2012,"2700",0.5,"10240","Nexus [Angola]"
"42","Argentina",2012,"30.7142857142857",6,"Unlimited","FiberTel [Argentina]"
"43","Argentina",2012,"25.7142857142857",3,"Unlimited","FiberTel [Argentina]"
"44","Argentina",2012,"17.1428571428571",0.625,"Unlimited","FiberTel [Argentina]"
"45","Argentina",2012,"20.7142857142857",1,"Unlimited","FiberTel [Argentina]"
"46","Argentina",2012,"15.5714285714286",6,"Unlimited","Telefonica de Argentina (Speedy) [Argentina]"
"47","Australia",2012,"6.24375",12,"40960","iiNet [Australia]"
"48","Australia",2012,"7.49375",12,"204800","iiNet [Australia]"
"49","Australia",2012,"9.99375",12,"1024000","iiNet [Australia]"
"50","Australia",2012,"6.86875",25,"40960","iiNet [Australia]"
"51","Australia",2012,"8.11875",25,"204800","iiNet [Australia]"
"52","Australia",2012,"10.61875",25,"1024000","iiNet [Australia]"
"53","Australia",2012,"8.11875",50,"40960","iiNet [Australia]"
"54","Australia",2012,"9.36875",50,"204800","iiNet [Australia]"
"55","Australia",2012,"11.86875",50,"1024000","iiNet [Australia]"
"56","Australia",2012,"8.74375",100,"40960","iiNet [Australia]"
"57","Australia",2012,"9.99375",100,"204800","iiNet [Australia]"
"58","Australia",2012,"12.49375",100,"1024000","iiNet [Australia]"
"59","Australia",2012,"7.49375",24,"153600","Internode [Australia]"
"60","Australia",2012,"7.49375",24,"30720","Internode [Australia]"
"61","Australia",2012,"8.74375",24,"61440","Internode [Australia]"
"62","Australia",2012,"9.99375",24,"204800","Internode [Australia]"
"63","Australia",2012,"11.24375",24,"307200","Internode [Australia]"
"64","Australia",2012,"14.99375",24,"614400","Internode [Australia]"
"65","Australia",2012,"18.74375",24,"1228800","Internode [Australia]"
"66","Australia",2012,"7.49375",20,"5120","Telstra BigPond [Australia]"
"67","Australia",2012,"9.99375",20,"51200","Telstra BigPond [Australia]"
"68","Australia",2012,"12.49375",20,"204800","Telstra BigPond [Australia]"
"69","Australia",2012,"14.99375",20,"512000","Telstra BigPond [Australia]"
"70","Austria",2012,"0.416666666666667",8,"3072","Tele2Austria [Austria]"
"71","Austria",2012,"0.616666666666667",8,"Unlimited","Tele2Austria [Austria]"
"72","Austria",2012,"0.711904761904762",8,"Unlimited","Telecom Austria [Austria]"
"73","Austria",2012,"0.828571428571429",16,"Unlimited","Telecom Austria [Austria]"
"74","Austria",2012,"0.947619047619048",30,"Unlimited","Telecom Austria [Austria]"
"75","Austria",2012,"1.42380952380952",50,"Unlimited","Telecom Austria [Austria]"
"76","Austria",2012,"1.78095238095238",100,"Unlimited","Telecom Austria [Austria]"
"77","Austria",2012,"0.164285714285714",8,"Unlimited","UPC Austria [Austria]"
"78","Austria",2012,"0.307142857142857",16,"Unlimited","UPC Austria [Austria]"
"79","Austria",2012,"0.616666666666667",8,"Unlimited","UPC Austria [Austria]"
"80","Austria",2012,"0.711904761904762",16,"Unlimited","UPC Austria [Austria]"
"81","Austria",2012,"0.378571428571429",10,"Unlimited","UPC Austria [Austria]"
"82","Austria",2012,"0.545238095238095",35,"Unlimited","UPC Austria [Austria]"
"83","Austria",2012,"1.18809523809524",100,"Unlimited","UPC Austria [Austria]"
"84","Azerbaijan",2012,"4.88888888888889",0.5,"Unlimited","IntraNS [Azerbaijan]"
"85","Azerbaijan",2012,"8.88888888888889",1,"Unlimited","IntraNS [Azerbaijan]"
"86","Azerbaijan",2012,"15.5555555555556",2,"Unlimited","IntraNS [Azerbaijan]"
"87","Azerbaijan",2012,"26.6666666666667",3,"Unlimited","IntraNS [Azerbaijan]"
"88","Azerbaijan",2012,"35.5555555555556",4,"Unlimited","IntraNS [Azerbaijan]"
"89","Bangladesh",2012,"27.2727272727273",0.25,"2048","BTCL [Bangladesh]"
"90","Bangladesh",2012,"45.4545454545455",0.5,"5120","BTCL [Bangladesh]"
"91","Bangladesh",2012,"90.9090909090909",1,"12288","BTCL [Bangladesh]"
"92","Bangladesh",2012,"163.636363636364",1,"30720","BTCL [Bangladesh]"
"93","Bangladesh",2012,"40.9090909090909",0.125,"Unlimited","BTCL [Bangladesh]"
"94","Bangladesh",2012,"68.1818181818182",0.25,"Unlimited","BTCL [Bangladesh]"
"95","Bangladesh",2012,"104.545454545455",0.5,"Unlimited","BTCL [Bangladesh]"
"96","Bangladesh",2012,"181.818181818182",1,"Unlimited","BTCL [Bangladesh]"
"97","Bangladesh",2012,"318.181818181818",0.03125,"Unlimited","InTech Online [Bangladesh]"
"98","Bangladesh",2012,"636.363636363636",0.0625,"Unlimited","InTech Online [Bangladesh]"
"99","Bangladesh",2012,"1272.72727272727",0.125,"Unlimited","InTech Online [Bangladesh]"
"100","Bangladesh",2012,"90.9090909090909",0.04296875,"Unlimited","InTech Online [Bangladesh]"
"101","Belarus",2012,"4400",2,"Unlimited","Beltelecom [Belarus]"
"102","Belarus",2012,"5500",3,"Unlimited","Beltelecom [Belarus]"
"103","Belgium",2012,"0.594047619047619",30,"51200","Belgacom [Belgium]"
"104","Belgium",2012,"0.810714285714286",30,"153600","Belgacom [Belgium]"
"105","Belgium",2012,"1.0702380952381",30,"Unlimited","Belgacom [Belgium]"
"106","Belgium",2012,"1.0702380952381",60,"Unlimited","Telenet [Belgium]"
"107","Belgium",2012,"1.54642857142857",120,"Unlimited","Telenet [Belgium]"
"108","Belgium",2012,"0.594047619047619",30,"102400","Telenet [Belgium]"
"109","Benin",2012,"176.056338028169",0.125,"Unlimited","Isocel [Benin]"
"110","Benin",2012,"176.056338028169",0.25,"Unlimited","Kanakoo [Benin]"
"111","Benin",2012,"563.380281690141",1,"Unlimited","Kanakoo [Benin]"
"112","Benin",2012,"176.056338028169",0.5,"Unlimited","Kanakoo [Benin]"
"113","Bolivia",2012,"9.33333333333333",0.33203125,"Unlimited","Cotas [Bolivia]"
"114","Bolivia",2012,"11.5333333333333",0.4150390625,"Unlimited","Cotas [Bolivia]"
"115","Bolivia",2012,"13.9333333333333",0.5078125,"Unlimited","Cotas [Bolivia]"
"116","Bolivia",2012,"16.3333333333333",0.60546875,"Unlimited","Cotas [Bolivia]"
"117","Bolivia",2012,"18.7333333333333",0.60546875,"Unlimited","Cotas [Bolivia]"
"118","Bolivia",2012,"23.5333333333333",0.60546875,"Unlimited","Cotas [Bolivia]"
"119","Bolivia",2012,"25.4666666666667",0.60546875,"Unlimited","Cotas [Bolivia]"
"120","Bolivia",2012,"30.2666666666667",0.60546875,"Unlimited","Cotas [Bolivia]"
"121","Bolivia",2012,"35.0666666666667",0.60546875,"Unlimited","Cotas [Bolivia]"
"122","Bolivia",2012,"47.5333333333333",0.60546875,"Unlimited","Cotas [Bolivia]"
"123","Bolivia",2012,"64.8",0.60546875,"Unlimited","Cotas [Bolivia]"
"124","Bolivia",2012,"90.9333333333333",0.60546875,"Unlimited","Cotas [Bolivia]"
"125","Bolivia",2012,"117.133333333333",0.244140625,"Unlimited","Cotas [Bolivia]"
"126","Bolivia",2012,"156",0.3125,"Unlimited","Cotas [Bolivia]"
"127","Bolivia",2012,"201.533333333333",0.37109375,"Unlimited","Cotas [Bolivia]"
"128","Bolivia",2012,"9.26666666666667",0.125,"Unlimited","Cotel [Bolivia]"
"129","Bolivia",2012,"28.5333333333333",0.15625,"Unlimited","Cotel [Bolivia]"
"130","Bolivia",2012,"23.2666666666667",0.3125,"Unlimited","Cotel [Bolivia]"
"131","Bolivia",2012,"12",0.125,"Unlimited","Entel [Bolivia]"
"132","Bolivia",2012,"16.3333333333333",0.25,"Unlimited","Entel [Bolivia]"
"133","Bolivia",2012,"33.3333333333333",0.5,"Unlimited","Entel [Bolivia]"
"134","Bolivia",2012,"46.6666666666667",0.75,"Unlimited","Entel [Bolivia]"
"135","Bolivia",2012,"66.6666666666667",1,"Unlimited","Entel [Bolivia]"
"136","Bolivia",2012,"93.3333333333333",1.5,"Unlimited","Entel [Bolivia]"
"137","Bolivia",2012,"117.8",2,"Unlimited","Entel [Bolivia]"
"138","Bolivia",2012,"16.6666666666667",0.125,"Unlimited","Entel [Bolivia]"
"139","Bolivia",2012,"23.3333333333333",0.25,"Unlimited","Entel [Bolivia]"
"140","Bolivia",2012,"46.6666666666667",0.5,"Unlimited","Entel [Bolivia]"
"141","Bolivia",2012,"66.6666666666667",0.75,"Unlimited","Entel [Bolivia]"
"142","Bolivia",2012,"90",1,"Unlimited","Entel [Bolivia]"
"143","Bolivia",2012,"126.666666666667",1.5,"Unlimited","Entel [Bolivia]"
"144","Bolivia",2012,"166.666666666667",2,"Unlimited","Entel [Bolivia]"
"145","Brazil",2012,"3.43125",5,"Unlimited","GVT (Power) [Brazil]"
"146","Brazil",2012,"4.68125",10,"Unlimited","GVT (Power) [Brazil]"
"147","Brazil",2012,"5.30625",15,"Unlimited","GVT (Power) [Brazil]"
"148","Brazil",2012,"6.24375",35,"Unlimited","GVT (Power) [Brazil]"
"149","Brazil",2012,"18.74375",50,"Unlimited","GVT (Power) [Brazil]"
"150","Brazil",2012,"31.24375",100,"Unlimited","GVT (Power) [Brazil]"
"151","Brazil",2012,"1.8625",0.5,"Unlimited","NET [Brazil]"
"152","Brazil",2012,"3.43125",1,"Unlimited","NET [Brazil]"
"153","Brazil",2012,"8.11875",10,"Unlimited","NET [Brazil]"
"154","Brazil",2012,"11.24375",20,"Unlimited","NET [Brazil]"
"155","Brazil",2012,"24.99375",100,"Unlimited","NET [Brazil]"
"156","Brazil",2012,"1.86875",1,"Unlimited","Oi (Velox) [Brazil]"
"157","Brazil",2012,"3.11875",2,"Unlimited","Oi (Velox) [Brazil]"
"158","Brazil",2012,"3.74375",5,"Unlimited","Oi (Velox) [Brazil]"
"159","Brazil",2012,"4.36875",10,"Unlimited","Oi (Velox) [Brazil]"
"160","Brazil",2012,"4.99375",20,"Unlimited","Oi (Velox) [Brazil]"
"161","Brazil",2012,"3.4375",1,"Unlimited","Telefonica Brasil (Speedy) [Brazil]"
"162","Brazil",2012,"3.4375",2,"Unlimited","Telefonica Brasil (Speedy) [Brazil]"
"163","Brazil",2012,"4.0625",4,"Unlimited","Telefonica Brasil (Speedy) [Brazil]"
"164","Brazil",2012,"4.375",8,"Unlimited","Telefonica Brasil (Speedy) [Brazil]"
"165","Brazil",2012,"4.375",10,"Unlimited","Telefonica Brasil (Speedy) [Brazil]"
"166","Brazil",2012,"4.375",10,"Unlimited","Telefonica Brasil (Speedy) [Brazil]"
"167","Brazil",2012,"6.25",20,"Unlimited","Telefonica Brasil (Speedy) [Brazil]"
"168","Brazil",2012,"7.5",40,"Unlimited","Telefonica Brasil (Speedy) [Brazil]"
"169","Brazil",2012,"14.375",100,"Unlimited","Telefonica Brasil (Speedy) [Brazil]"
"170","Bulgaria",2012,"1.325",20,"Unlimited","Blizoo [Bulgaria]"
"171","Bulgaria",2012,"1.65833333333333",40,"Unlimited","Blizoo [Bulgaria]"
"172","Bulgaria",2012,"2.075",60,"Unlimited","Blizoo [Bulgaria]"
"173","Bulgaria",2012,"3.325",150,"Unlimited","Blizoo [Bulgaria]"
"174","Bulgaria",2012,"2.075",10,"Unlimited","Max Telecom [Bulgaria]"
"175","Bulgaria",2012,"2.075",10,"Unlimited","Max Telecom [Bulgaria]"
"176","Bulgaria",2012,"1.65833333333333",10,"Unlimited","Max Telecom [Bulgaria]"
"177","Bulgaria",2012,"1.23333333333333",15,"Unlimited","Vivacom [Bulgaria]"
"178","Bulgaria",2012,"1.4",20,"Unlimited","Vivacom [Bulgaria]"
"179","Bulgaria",2012,"1.65",30,"Unlimited","Vivacom [Bulgaria]"
"180","Bulgaria",2012,"2.06666666666667",50,"Unlimited","Vivacom [Bulgaria]"
"181","Bulgaria",2012,"3.31666666666667",100,"Unlimited","Vivacom [Bulgaria]"
"182","Burkina Faso",2012,"88.0281690140845",0.125,"Unlimited","Onatel [Burkina Faso]"
"183","Burkina Faso",2012,"154.929577464789",0.25,"Unlimited","Onatel [Burkina Faso]"
"184","Burkina Faso",2012,"295.070422535211",0.5,"Unlimited","Onatel [Burkina Faso]"
"185","Burkina Faso",2012,"566.197183098591",1,"Unlimited","Onatel [Burkina Faso]"
"186","Burkina Faso",2012,"1083.80281690141",2,"Unlimited","Onatel [Burkina Faso]"
"187","Burundi",2012,"0.75187969924812",0.125,"Unlimited","LEO [Burundi]"
"188","Burundi",2012,"1.12781954887218",0.1875,"Unlimited","LEO [Burundi]"
"189","Burundi",2012,"1.50375939849624",0.25,"Unlimited","LEO [Burundi]"
"190","Burundi",2012,"1.69172932330827",0.3125,"Unlimited","LEO [Burundi]"
"191","Burundi",2012,"2.25563909774436",0.375,"Unlimited","LEO [Burundi]"
"192","Burundi",2012,"2.44360902255639",0.4375,"Unlimited","LEO [Burundi]"
"193","Burundi",2012,"2.81954887218045",0.5,"Unlimited","LEO [Burundi]"
"194","Cambodia",2012,"0.24812030075188",0.5,"Unlimited","Angkornet [Cambodia]"
"195","Cambodia",2012,"0.203007518796992",0.25,"Unlimited","Angkornet [Cambodia]"
"196","Cambodia",2012,"0.218045112781955",0.5,"Unlimited","Angkornet [Cambodia]"
"197","Cambodia",2012,"0.172932330827068",0.25,"Unlimited","Angkornet [Cambodia]"
"198","Cambodia",2012,"0.263157894736842",0.25,"Unlimited","EZECOM [Cambodia]"
"199","Cambodia",2012,"0.518796992481203",0.5,"Unlimited","EZECOM [Cambodia]"
"200","Cambodia",2012,"0.744360902255639",1,"Unlimited","EZECOM [Cambodia]"
"201","Cambodia",2012,"1.19548872180451",2,"Unlimited","EZECOM [Cambodia]"
"202","Cambodia",2012,"1.84210526315789",3,"Unlimited","EZECOM [Cambodia]"
"203","Cambodia",2012,"0.263157894736842",0.25,"Unlimited","EZECOM [Cambodia]"
"204","Cambodia",2012,"0.518796992481203",0.5,"Unlimited","EZECOM [Cambodia]"
"205","Cambodia",2012,"0.744360902255639",1,"Unlimited","EZECOM [Cambodia]"
"206","Cambodia",2012,"1.19548872180451",2,"Unlimited","EZECOM [Cambodia]"
"207","Cambodia",2012,"1.84210526315789",3,"Unlimited","EZECOM [Cambodia]"
"208","Cambodia",2012,"0.338345864661654",0.25,"Unlimited","EZECOM [Cambodia]"
"209","Cambodia",2012,"0.593984962406015",0.5,"Unlimited","EZECOM [Cambodia]"
"210","Cambodia",2012,"0.819548872180451",1,"Unlimited","EZECOM [Cambodia]"
"211","Cambodia",2012,"1.27067669172932",2,"Unlimited","EZECOM [Cambodia]"
"212","Cambodia",2012,"1.91729323308271",3,"Unlimited","EZECOM [Cambodia]"
"213","Cambodia",2012,"0.142857142857143",0.125,"Unlimited","EZECOM [Cambodia]"
"214","Cambodia",2012,"0.218045112781955",0.25,"Unlimited","EZECOM [Cambodia]"
"215","Cambodia",2012,"0.293233082706767",0.5,"Unlimited","EZECOM [Cambodia]"
"216","Cambodia",2012,"0.518796992481203",1,"Unlimited","EZECOM [Cambodia]"
"217","Cambodia",2012,"0.744360902255639",1.5,"Unlimited","EZECOM [Cambodia]"
"218","Cambodia",2012,"0.180451127819549",0.125,"Unlimited","EZECOM [Cambodia]"
"219","Cambodia",2012,"0.255639097744361",0.25,"Unlimited","EZECOM [Cambodia]"
"220","Cambodia",2012,"0.330827067669173",0.5,"Unlimited","EZECOM [Cambodia]"
"221","Cambodia",2012,"0.556390977443609",1,"Unlimited","EZECOM [Cambodia]"
"222","Cambodia",2012,"0.781954887218045",1.5,"Unlimited","EZECOM [Cambodia]"
"223","Cambodia",2012,"0.218045112781955",0.125,"Unlimited","EZECOM [Cambodia]"
"224","Cambodia",2012,"0.293233082706767",0.25,"Unlimited","EZECOM [Cambodia]"
"225","Cambodia",2012,"0.368421052631579",0.5,"Unlimited","EZECOM [Cambodia]"
"226","Cambodia",2012,"0.593984962406015",1,"Unlimited","EZECOM [Cambodia]"
"227","Cambodia",2012,"0.819548872180451",1.5,"Unlimited","EZECOM [Cambodia]"
"228","Cambodia",2012,"0.180451127819549",0.5,"Unlimited","Viettel [Cambodia]"
"229","Cambodia",2012,"0.323308270676692",1,"Unlimited","Viettel [Cambodia]"
"230","Cambodia",2012,"0.586466165413534",2,"Unlimited","Viettel [Cambodia]"
"231","Cameroon",2012,"535.714285714286",0.5,"Unlimited","Matrix Telecoms [Cameroon]"
"232","Cameroon",2012,"350",0.5,"Unlimited","Matrix Telecoms [Cameroon]"
"233","Cameroon",2012,"178.571428571429",0.25,"Unlimited","Matrix Telecoms [Cameroon]"
"234","Cameroon",2012,"139.285714285714",0.1875,"5120","MTN Network Solutions  [Cameroon]"
"235","Cameroon",2012,"178.571428571429",0.25,"5120","MTN Network Solutions  [Cameroon]"
"236","Cameroon",2012,"285.714285714286",0.390625,"5120","MTN Network Solutions  [Cameroon]"
"237","Cameroon",2012,"642.857142857143",0.25,"Unlimited","MTN Network Solutions  [Cameroon]"
"238","Cameroon",2012,"1071.42857142857",0.5,"Unlimited","MTN Network Solutions  [Cameroon]"
"239","Cameroon",2012,"1857.14285714286",1,"Unlimited","MTN Network Solutions  [Cameroon]"
"240","Cameroon",2012,"2857.14285714286",0.5,"Unlimited","MTN Network Solutions  [Cameroon]"
"241","Cameroon",2012,"5357.14285714286",1,"Unlimited","MTN Network Solutions  [Cameroon]"
"242","Cameroon",2012,"10000",2,"Unlimited","MTN Network Solutions  [Cameroon]"
"243","Cameroon",2012,"178.571428571429",0.125,"Unlimited","Orange [Cameroon]"
"244","Cameroon",2012,"285.714285714286",0.25,"Unlimited","Orange [Cameroon]"
"245","Cameroon",2012,"535.714285714286",0.5,"Unlimited","Orange [Cameroon]"
"246","Cameroon",2012,"178.571428571429",1,"Unlimited","Ringo [Cameroon]"
"247","Cameroon",2012,"357.142857142857",2,"Unlimited","Ringo [Cameroon]"
"248","Cameroon",2012,"714.285714285714",4,"Unlimited","Ringo [Cameroon]"
"249","Cameroon",2012,"178.571428571429",0.25,"Unlimited","Ringo [Cameroon]"
"250","Cameroon",2012,"357.142857142857",0.5,"Unlimited","Ringo [Cameroon]"
"251","Cameroon",2012,"714.285714285714",1,"Unlimited","Ringo [Cameroon]"
"252","Cameroon",2012,"1428.57142857143",2,"Unlimited","Ringo [Cameroon]"
"253","Canada",2012,"1.86136363636364",5,"15360","Bell Camada [Canada]"
"254","Canada",2012,"2.45227272727273",15,"76800","Bell Camada [Canada]"
"255","Canada",2012,"2.90681818181818",25,"128000","Bell Camada [Canada]"
"256","Canada",2012,"3.81590909090909",50,"256000","Bell Camada [Canada]"
"257","Canada",2012,"9.27045454545454",175,"307200","Bell Camada [Canada]"
"258","Canada",2012,"4.545",75,"256000","Rogers Communications [Canada]"
"259","Canada",2012,"3.27227272727273",32,"153600","Rogers Communications [Canada]"
"260","Canada",2012,"2.81772727272727",28,"122880","Rogers Communications [Canada]"
"261","Canada",2012,"2.22681818181818",18,"81920","Rogers Communications [Canada]"
"262","Canada",2012,"1.74954545454545",3,"20480","Rogers Communications [Canada]"
"263","Canada",2012,"2.04545454545455",10,"128000","Shaw Communications [Canada]"
"264","Canada",2012,"2.5",20,"204800","Shaw Communications [Canada]"
"265","Canada",2012,"3.18181818181818",50,"409600","Shaw Communications [Canada]"
"266","Canada",2012,"3.63636363636364",100,"512000","Shaw Communications [Canada]"
"267","Canada",2012,"5",250,"1024000","Shaw Communications [Canada]"
"268","Canada",2012,"2.81818181818182",25,"512000","Telus Communications [Canada]"
"269","Canada",2012,"2.36363636363636",15,"256000","Telus Communications [Canada]"
"270","Canada",2012,"1.90909090909091",6,"153600","Telus Communications [Canada]"
"271","Chile",2012,"827.241379310345",15,"Unlimited","Movistar [Chile]"
"272","Chile",2012,"930.689655172414",30,"Unlimited","Movistar [Chile]"
"273","Chile",2012,"1034.13793103448",40,"Unlimited","Movistar [Chile]"
"274","Chile",2012,"499.655172413793",2,"Unlimited","Movistar [Chile]"
"275","Chile",2012,"654.827586206897",4,"Unlimited","Movistar [Chile]"
"276","Chile",2012,"689.310344827586",6,"Unlimited","Movistar [Chile]"
"277","Chile",2012,"448.275862068966",2,"Unlimited","Claro Chile [Chile]"
"278","Chile",2012,"637.931034482759",6,"Unlimited","Claro Chile [Chile]"
"279","Chile",2012,"793.103448275862",14,"Unlimited","Claro Chile [Chile]"
"280","Chile",2012,"862.068965517241",20,"Unlimited","Claro Chile [Chile]"
"281","Chile",2012,"1000",40,"Unlimited","Claro Chile [Chile]"
"282","Chile",2012,"344.48275862069",1,"3072","VTR [Chile]"
"283","Chile",2012,"482.413793103448",2,"Unlimited","VTR [Chile]"
"284","Chile",2012,"723.793103448276",10,"Unlimited","VTR [Chile]"
"285","Chile",2012,"861.724137931035",20,"Unlimited","VTR [Chile]"
"286","Chile",2012,"1068.62068965517",40,"Unlimited","VTR [Chile]"
"287","Chile",2012,"2413.44827586207",120,"Unlimited","VTR [Chile]"
"288","China",2012,"3.9",2,"Unlimited","China Unicom [China]"
"289","China",2012,"4.8",4,"Unlimited","China Unicom [China]"
"290","China",2012,"5.6",6,"Unlimited","China Unicom [China]"
"291","China",2012,"6.6",10,"Unlimited","China Unicom [China]"
"292","China",2012,"8.26666666666667",20,"Unlimited","China Unicom [China]"
"293","China",2012,"9.6",30,"Unlimited","China Unicom [China]"
"294","Colombia",2012,"1226.35483870968",1.1,"Unlimited","Empresa de Telecomunicaciones de Bogota (ETB) [Colombia]"
"295","Colombia",2012,"2129.03225806452",2,"Unlimited","Empresa de Telecomunicaciones de Bogota (ETB) [Colombia]"
"296","Colombia",2012,"2741.93548387097",4,"Unlimited","Empresa de Telecomunicaciones de Bogota (ETB) [Colombia]"
"297","Colombia",2012,"4052.41935483871",6,"Unlimited","Empresa de Telecomunicaciones de Bogota (ETB) [Colombia]"
"298","Colombia",2012,"6048.38709677419",8,"Unlimited","Empresa de Telecomunicaciones de Bogota (ETB) [Colombia]"
"299","Colombia",2012,"7709.67741935484",10,"Unlimited","Empresa de Telecomunicaciones de Bogota (ETB) [Colombia]"
"300","Colombia",2012,"1345.16129032258",1,"Unlimited","UNE-EPM [Colombia]"
"301","Colombia",2012,"1570.96774193548",2,"Unlimited","UNE-EPM [Colombia]"
"302","Colombia",2012,"1829.03225806452",2.9296875,"Unlimited","UNE-EPM [Colombia]"
"303","Colombia",2012,"2119.35483870968",3.90625,"Unlimited","UNE-EPM [Colombia]"
"304","Colombia",2012,"2441.93548387097",4.8828125,"Unlimited","UNE-EPM [Colombia]"
"305","Colombia",2012,"2925.8064516129",7.8125,"Unlimited","UNE-EPM [Colombia]"
"306","Colombia",2012,"3254.83870967742",9.765625,"Unlimited","UNE-EPM [Colombia]"
"307","Colombia",2012,"4867.74193548387",20,"Unlimited","UNE-EPM [Colombia]"
"308","Colombia",2012,"1449.09677419355",1,"Unlimited","Movistar [Colombia]"
"309","Colombia",2012,"1615.96774193548",2,"Unlimited","Movistar [Colombia]"
"310","Colombia",2012,"1894.03225806452",4,"Unlimited","Movistar [Colombia]"
"311","Cote d'Ivoire",2012,"116.37323943662",0.125,"Unlimited","Africa Online [Cote d'Ivoire]"
"312","Cote d'Ivoire",2012,"173.070422535211",0.25,"Unlimited","Africa Online [Cote d'Ivoire]"
"313","Cote d'Ivoire",2012,"292.429577464789",0.5,"Unlimited","Africa Online [Cote d'Ivoire]"
"314","Cote d'Ivoire",2012,"587.30985915493",1,"Unlimited","Africa Online [Cote d'Ivoire]"
"315","Cote d'Ivoire",2012,"1187.6338028169",2,"Unlimited","Africa Online [Cote d'Ivoire]"
"316","Cote d'Ivoire",2012,"1790.4014084507",4,"Unlimited","Africa Online [Cote d'Ivoire]"
"317","Czech Republic",2012,"11.2857142857143",8,"Unlimited","GTS Novera [Czech Republic]"
"318","Czech Republic",2012,"17",16,"Unlimited","GTS Novera [Czech Republic]"
"319","Czech Republic",2012,"11.2857142857143",16,"Unlimited","GTS Novera [Czech Republic]"
"320","Czech Republic",2012,"17",25,"Unlimited","GTS Novera [Czech Republic]"
"321","Czech Republic",2012,"28.4285714285714",8,"Unlimited","GTS Novera [Czech Republic]"
"322","Czech Republic",2012,"48.4285714285714",16,"Unlimited","GTS Novera [Czech Republic]"
"323","Czech Republic",2012,"6.42857142857143",1,"Unlimited","Rio Media [Czech Republic]"
"324","Czech Republic",2012,"10",10,"Unlimited","Rio Media [Czech Republic]"
"325","Czech Republic",2012,"13.5714285714286",50,"Unlimited","Rio Media [Czech Republic]"
"326","Czech Republic",2012,"13.5714285714286",100,"Unlimited","Rio Media [Czech Republic]"
"327","Czech Republic",2012,"11.4285714285714",2,"Unlimited","Telefonica O2 [Czech Republic]"
"328","Czech Republic",2012,"14.2857142857143",16,"Unlimited","Telefonica O2 [Czech Republic]"
